year,round,race,surname,forename,lap,position,time,milliseconds
2018,1,"Australian Grand Prix","Alonso","Fernando",1,10,"1:41.528",101528
2018,1,"Australian Grand Prix","Alonso","Fernando",2,10,"1:31.565",91565
2018,1,"Australian Grand Prix","Alonso","Fernando",3,10,"1:31.304",91304
2018,1,"Australian Grand Prix","Alonso","Fernando",4,10,"1:30.551",90551
2018,1,"Australian Grand Prix","Alonso","Fernando",5,10,"1:31.910",91910
2018,1,"Australian Grand Prix","Alonso","Fernando",6,10,"1:31.731",91731
2018,1,"Australian Grand Prix","Alonso","Fernando",7,10,"1:31.167",91167
2018,1,"Australian Grand Prix","Alonso","Fernando",8,10,"1:30.926",90926
2018,1,"Australian Grand Prix","Alonso","Fernando",9,10,"1:30.407",90407
2018,1,"Australian Grand Prix","Alonso","Fernando",10,10,"1:30.985",90985
2018,1,"Australian Grand Prix","Alonso","Fernando",11,10,"1:30.872",90872
2018,1,"Australian Grand Prix","Alonso","Fernando",12,10,"1:30.492",90492
2018,1,"Australian Grand Prix","Alonso","Fernando",13,10,"1:30.171",90171
2018,1,"Australian Grand Prix","Alonso","Fernando",14,10,"1:30.069",90069
2018,1,"Australian Grand Prix","Alonso","Fernando",15,10,"1:30.501",90501
2018,1,"Australian Grand Prix","Alonso","Fernando",16,10,"1:29.985",89985
2018,1,"Australian Grand Prix","Alonso","Fernando",17,10,"1:30.266",90266
2018,1,"Australian Grand Prix","Alonso","Fernando",18,10,"1:30.182",90182
2018,1,"Australian Grand Prix","Alonso","Fernando",19,10,"1:29.597",89597
2018,1,"Australian Grand Prix","Alonso","Fernando",20,10,"1:29.617",89617
2018,1,"Australian Grand Prix","Alonso","Fernando",21,9,"1:29.865",89865
2018,1,"Australian Grand Prix","Alonso","Fernando",22,7,"1:29.626",89626
2018,1,"Australian Grand Prix","Alonso","Fernando",23,7,"1:28.803",88803
2018,1,"Australian Grand Prix","Alonso","Fernando",24,5,"1:29.177",89177
2018,1,"Australian Grand Prix","Alonso","Fernando",25,5,"1:29.137",89137
2018,1,"Australian Grand Prix","Alonso","Fernando",26,5,"2:20.530",140530
2018,1,"Australian Grand Prix","Alonso","Fernando",27,6,"2:10.157",130157
2018,1,"Australian Grand Prix","Alonso","Fernando",28,6,"2:03.009",123009
2018,1,"Australian Grand Prix","Alonso","Fernando",29,6,"1:49.309",109309
2018,1,"Australian Grand Prix","Alonso","Fernando",30,6,"1:58.259",118259
2018,1,"Australian Grand Prix","Alonso","Fernando",31,5,"2:12.005",132005
2018,1,"Australian Grand Prix","Alonso","Fernando",32,5,"1:30.188",90188
2018,1,"Australian Grand Prix","Alonso","Fernando",33,5,"1:29.043",89043
2018,1,"Australian Grand Prix","Alonso","Fernando",34,5,"1:29.205",89205
2018,1,"Australian Grand Prix","Alonso","Fernando",35,5,"1:28.627",88627
2018,1,"Australian Grand Prix","Alonso","Fernando",36,5,"1:28.380",88380
2018,1,"Australian Grand Prix","Alonso","Fernando",37,5,"1:28.451",88451
2018,1,"Australian Grand Prix","Alonso","Fernando",38,5,"1:28.404",88404
2018,1,"Australian Grand Prix","Alonso","Fernando",39,5,"1:28.162",88162
2018,1,"Australian Grand Prix","Alonso","Fernando",40,5,"1:28.279",88279
2018,1,"Australian Grand Prix","Alonso","Fernando",41,5,"1:28.080",88080
2018,1,"Australian Grand Prix","Alonso","Fernando",42,5,"1:27.936",87936
2018,1,"Australian Grand Prix","Alonso","Fernando",43,5,"1:28.020",88020
2018,1,"Australian Grand Prix","Alonso","Fernando",44,5,"1:28.096",88096
2018,1,"Australian Grand Prix","Alonso","Fernando",45,5,"1:28.174",88174
2018,1,"Australian Grand Prix","Alonso","Fernando",46,5,"1:28.206",88206
2018,1,"Australian Grand Prix","Alonso","Fernando",47,5,"1:27.994",87994
2018,1,"Australian Grand Prix","Alonso","Fernando",48,5,"1:28.425",88425
2018,1,"Australian Grand Prix","Alonso","Fernando",49,5,"1:27.920",87920
2018,1,"Australian Grand Prix","Alonso","Fernando",50,5,"1:27.677",87677
2018,1,"Australian Grand Prix","Alonso","Fernando",51,5,"1:27.351",87351
2018,1,"Australian Grand Prix","Alonso","Fernando",52,5,"1:27.546",87546
2018,1,"Australian Grand Prix","Alonso","Fernando",53,5,"1:27.425",87425
2018,1,"Australian Grand Prix","Alonso","Fernando",54,5,"1:27.120",87120
2018,1,"Australian Grand Prix","Alonso","Fernando",55,5,"1:27.154",87154
2018,1,"Australian Grand Prix","Alonso","Fernando",56,5,"1:27.282",87282
2018,1,"Australian Grand Prix","Alonso","Fernando",57,5,"1:26.978",86978
2018,1,"Australian Grand Prix","Alonso","Fernando",58,5,"1:27.343",87343
2018,1,"Australian Grand Prix","Bottas","Valtteri",1,15,"1:43.824",103824
2018,1,"Australian Grand Prix","Bottas","Valtteri",2,15,"1:33.264",93264
2018,1,"Australian Grand Prix","Bottas","Valtteri",3,15,"1:32.580",92580
2018,1,"Australian Grand Prix","Bottas","Valtteri",4,14,"1:31.848",91848
2018,1,"Australian Grand Prix","Bottas","Valtteri",5,14,"1:31.530",91530
2018,1,"Australian Grand Prix","Bottas","Valtteri",6,14,"1:31.554",91554
2018,1,"Australian Grand Prix","Bottas","Valtteri",7,14,"1:31.057",91057
2018,1,"Australian Grand Prix","Bottas","Valtteri",8,14,"1:31.571",91571
2018,1,"Australian Grand Prix","Bottas","Valtteri",9,13,"1:30.756",90756
2018,1,"Australian Grand Prix","Bottas","Valtteri",10,13,"1:30.229",90229
2018,1,"Australian Grand Prix","Bottas","Valtteri",11,13,"1:30.003",90003
2018,1,"Australian Grand Prix","Bottas","Valtteri",12,13,"1:30.133",90133
2018,1,"Australian Grand Prix","Bottas","Valtteri",13,13,"1:30.097",90097
2018,1,"Australian Grand Prix","Bottas","Valtteri",14,13,"1:30.548",90548
2018,1,"Australian Grand Prix","Bottas","Valtteri",15,13,"1:30.661",90661
2018,1,"Australian Grand Prix","Bottas","Valtteri",16,13,"1:30.061",90061
2018,1,"Australian Grand Prix","Bottas","Valtteri",17,13,"1:30.537",90537
2018,1,"Australian Grand Prix","Bottas","Valtteri",18,13,"1:30.287",90287
2018,1,"Australian Grand Prix","Bottas","Valtteri",19,13,"1:31.023",91023
2018,1,"Australian Grand Prix","Bottas","Valtteri",20,13,"1:30.657",90657
2018,1,"Australian Grand Prix","Bottas","Valtteri",21,12,"1:29.729",89729
2018,1,"Australian Grand Prix","Bottas","Valtteri",22,11,"1:31.341",91341
2018,1,"Australian Grand Prix","Bottas","Valtteri",23,10,"1:30.258",90258
2018,1,"Australian Grand Prix","Bottas","Valtteri",24,8,"1:31.157",91157
2018,1,"Australian Grand Prix","Bottas","Valtteri",25,9,"1:46.549",106549
2018,1,"Australian Grand Prix","Bottas","Valtteri",26,9,"2:08.176",128176
2018,1,"Australian Grand Prix","Bottas","Valtteri",27,9,"2:04.496",124496
2018,1,"Australian Grand Prix","Bottas","Valtteri",28,9,"2:02.533",122533
2018,1,"Australian Grand Prix","Bottas","Valtteri",29,9,"1:43.421",103421
2018,1,"Australian Grand Prix","Bottas","Valtteri",30,9,"1:56.443",116443
2018,1,"Australian Grand Prix","Bottas","Valtteri",31,9,"2:08.943",128943
2018,1,"Australian Grand Prix","Bottas","Valtteri",32,9,"1:31.274",91274
2018,1,"Australian Grand Prix","Bottas","Valtteri",33,9,"1:29.773",89773
2018,1,"Australian Grand Prix","Bottas","Valtteri",34,9,"1:29.247",89247
2018,1,"Australian Grand Prix","Bottas","Valtteri",35,8,"1:28.515",88515
2018,1,"Australian Grand Prix","Bottas","Valtteri",36,8,"1:28.279",88279
2018,1,"Australian Grand Prix","Bottas","Valtteri",37,8,"1:28.130",88130
2018,1,"Australian Grand Prix","Bottas","Valtteri",38,8,"1:28.063",88063
2018,1,"Australian Grand Prix","Bottas","Valtteri",39,8,"1:28.336",88336
2018,1,"Australian Grand Prix","Bottas","Valtteri",40,8,"1:28.734",88734
2018,1,"Australian Grand Prix","Bottas","Valtteri",41,8,"1:27.969",87969
2018,1,"Australian Grand Prix","Bottas","Valtteri",42,8,"1:27.308",87308
2018,1,"Australian Grand Prix","Bottas","Valtteri",43,8,"1:28.047",88047
2018,1,"Australian Grand Prix","Bottas","Valtteri",44,8,"1:28.476",88476
2018,1,"Australian Grand Prix","Bottas","Valtteri",45,8,"1:28.599",88599
2018,1,"Australian Grand Prix","Bottas","Valtteri",46,8,"1:28.000",88000
2018,1,"Australian Grand Prix","Bottas","Valtteri",47,8,"1:27.123",87123
2018,1,"Australian Grand Prix","Bottas","Valtteri",48,8,"1:28.351",88351
2018,1,"Australian Grand Prix","Bottas","Valtteri",49,8,"1:28.574",88574
2018,1,"Australian Grand Prix","Bottas","Valtteri",50,8,"1:28.481",88481
2018,1,"Australian Grand Prix","Bottas","Valtteri",51,8,"1:27.572",87572
2018,1,"Australian Grand Prix","Bottas","Valtteri",52,8,"1:27.370",87370
2018,1,"Australian Grand Prix","Bottas","Valtteri",53,8,"1:27.264",87264
2018,1,"Australian Grand Prix","Bottas","Valtteri",54,8,"1:27.019",87019
2018,1,"Australian Grand Prix","Bottas","Valtteri",55,8,"1:27.275",87275
2018,1,"Australian Grand Prix","Bottas","Valtteri",56,8,"1:27.166",87166
2018,1,"Australian Grand Prix","Bottas","Valtteri",57,8,"1:27.965",87965
2018,1,"Australian Grand Prix","Bottas","Valtteri",58,8,"1:29.446",89446
2018,1,"Australian Grand Prix","Ericsson","Marcus",1,16,"1:44.674",104674
2018,1,"Australian Grand Prix","Ericsson","Marcus",2,16,"1:33.177",93177
2018,1,"Australian Grand Prix","Ericsson","Marcus",3,16,"1:32.746",92746
2018,1,"Australian Grand Prix","Ericsson","Marcus",4,16,"1:32.210",92210
2018,1,"Australian Grand Prix","Ericsson","Marcus",5,16,"1:32.289",92289
2018,1,"Australian Grand Prix","Gasly","Pierre",1,17,"1:45.060",105060
2018,1,"Australian Grand Prix","Gasly","Pierre",2,17,"1:33.372",93372
2018,1,"Australian Grand Prix","Gasly","Pierre",3,17,"1:32.861",92861
2018,1,"Australian Grand Prix","Gasly","Pierre",4,17,"1:32.184",92184
2018,1,"Australian Grand Prix","Gasly","Pierre",5,17,"1:32.332",92332
2018,1,"Australian Grand Prix","Gasly","Pierre",6,16,"1:38.180",98180
2018,1,"Australian Grand Prix","Gasly","Pierre",7,16,"1:31.537",91537
2018,1,"Australian Grand Prix","Gasly","Pierre",8,16,"1:31.319",91319
2018,1,"Australian Grand Prix","Gasly","Pierre",9,16,"1:31.141",91141
2018,1,"Australian Grand Prix","Gasly","Pierre",10,16,"1:31.136",91136
2018,1,"Australian Grand Prix","Gasly","Pierre",11,16,"1:30.937",90937
2018,1,"Australian Grand Prix","Gasly","Pierre",12,16,"1:30.743",90743
2018,1,"Australian Grand Prix","Gasly","Pierre",13,16,"1:30.649",90649
2018,1,"Australian Grand Prix","Grosjean","Romain",1,6,"1:38.450",98450
2018,1,"Australian Grand Prix","Grosjean","Romain",2,6,"1:31.033",91033
2018,1,"Australian Grand Prix","Grosjean","Romain",3,6,"1:31.150",91150
2018,1,"Australian Grand Prix","Grosjean","Romain",4,6,"1:30.769",90769
2018,1,"Australian Grand Prix","Grosjean","Romain",5,6,"1:30.694",90694
2018,1,"Australian Grand Prix","Grosjean","Romain",6,6,"1:31.430",91430
2018,1,"Australian Grand Prix","Grosjean","Romain",7,6,"1:30.898",90898
2018,1,"Australian Grand Prix","Grosjean","Romain",8,6,"1:30.289",90289
2018,1,"Australian Grand Prix","Grosjean","Romain",9,6,"1:29.914",89914
2018,1,"Australian Grand Prix","Grosjean","Romain",10,5,"1:31.253",91253
2018,1,"Australian Grand Prix","Grosjean","Romain",11,5,"1:29.628",89628
2018,1,"Australian Grand Prix","Grosjean","Romain",12,5,"1:29.902",89902
2018,1,"Australian Grand Prix","Grosjean","Romain",13,5,"1:29.713",89713
2018,1,"Australian Grand Prix","Grosjean","Romain",14,5,"1:29.908",89908
2018,1,"Australian Grand Prix","Grosjean","Romain",15,5,"1:30.250",90250
2018,1,"Australian Grand Prix","Grosjean","Romain",16,5,"1:30.026",90026
2018,1,"Australian Grand Prix","Grosjean","Romain",17,5,"1:29.913",89913
2018,1,"Australian Grand Prix","Grosjean","Romain",18,5,"1:30.167",90167
2018,1,"Australian Grand Prix","Grosjean","Romain",19,5,"1:30.274",90274
2018,1,"Australian Grand Prix","Grosjean","Romain",20,5,"1:29.926",89926
2018,1,"Australian Grand Prix","Grosjean","Romain",21,5,"1:29.613",89613
2018,1,"Australian Grand Prix","Grosjean","Romain",22,4,"1:29.834",89834
2018,1,"Australian Grand Prix","Grosjean","Romain",23,4,"1:28.805",88805
2018,1,"Australian Grand Prix","Grosjean","Romain",24,7,"1:49.039",109039
2018,1,"Australian Grand Prix","Hamilton","Lewis",1,1,"1:34.233",94233
2018,1,"Australian Grand Prix","Hamilton","Lewis",2,1,"1:30.265",90265
2018,1,"Australian Grand Prix","Hamilton","Lewis",3,1,"1:29.809",89809
2018,1,"Australian Grand Prix","Hamilton","Lewis",4,1,"1:29.473",89473
2018,1,"Australian Grand Prix","Hamilton","Lewis",5,1,"1:29.161",89161
2018,1,"Australian Grand Prix","Hamilton","Lewis",6,1,"1:30.113",90113
2018,1,"Australian Grand Prix","Hamilton","Lewis",7,1,"1:30.020",90020
2018,1,"Australian Grand Prix","Hamilton","Lewis",8,1,"1:29.092",89092
2018,1,"Australian Grand Prix","Hamilton","Lewis",9,1,"1:29.070",89070
2018,1,"Australian Grand Prix","Hamilton","Lewis",10,1,"1:28.884",88884
2018,1,"Australian Grand Prix","Hamilton","Lewis",11,1,"1:28.861",88861
2018,1,"Australian Grand Prix","Hamilton","Lewis",12,1,"1:28.329",88329
2018,1,"Australian Grand Prix","Hamilton","Lewis",13,1,"1:28.535",88535
2018,1,"Australian Grand Prix","Hamilton","Lewis",14,1,"1:28.098",88098
2018,1,"Australian Grand Prix","Hamilton","Lewis",15,1,"1:28.248",88248
2018,1,"Australian Grand Prix","Hamilton","Lewis",16,1,"1:28.137",88137
2018,1,"Australian Grand Prix","Hamilton","Lewis",17,1,"1:27.753",87753
2018,1,"Australian Grand Prix","Hamilton","Lewis",18,1,"1:27.852",87852
2018,1,"Australian Grand Prix","Hamilton","Lewis",19,2,"1:45.050",105050
2018,1,"Australian Grand Prix","Hamilton","Lewis",20,2,"1:32.966",92966
2018,1,"Australian Grand Prix","Hamilton","Lewis",21,2,"1:27.954",87954
2018,1,"Australian Grand Prix","Hamilton","Lewis",22,2,"1:28.821",88821
2018,1,"Australian Grand Prix","Hamilton","Lewis",23,2,"1:28.228",88228
2018,1,"Australian Grand Prix","Hamilton","Lewis",24,2,"1:28.390",88390
2018,1,"Australian Grand Prix","Hamilton","Lewis",25,2,"1:28.681",88681
2018,1,"Australian Grand Prix","Hamilton","Lewis",26,2,"1:57.688",117688
2018,1,"Australian Grand Prix","Hamilton","Lewis",27,2,"2:07.130",127130
2018,1,"Australian Grand Prix","Hamilton","Lewis",28,2,"2:02.992",122992
2018,1,"Australian Grand Prix","Hamilton","Lewis",29,2,"2:13.148",133148
2018,1,"Australian Grand Prix","Hamilton","Lewis",30,2,"2:16.728",136728
2018,1,"Australian Grand Prix","Hamilton","Lewis",31,2,"2:17.887",137887
2018,1,"Australian Grand Prix","Hamilton","Lewis",32,2,"1:27.901",87901
2018,1,"Australian Grand Prix","Hamilton","Lewis",33,2,"1:27.976",87976
2018,1,"Australian Grand Prix","Hamilton","Lewis",34,2,"1:27.582",87582
2018,1,"Australian Grand Prix","Hamilton","Lewis",35,2,"1:27.043",87043
2018,1,"Australian Grand Prix","Hamilton","Lewis",36,2,"1:27.310",87310
2018,1,"Australian Grand Prix","Hamilton","Lewis",37,2,"1:27.481",87481
2018,1,"Australian Grand Prix","Hamilton","Lewis",38,2,"1:27.166",87166
2018,1,"Australian Grand Prix","Hamilton","Lewis",39,2,"1:26.889",86889
2018,1,"Australian Grand Prix","Hamilton","Lewis",40,2,"1:26.880",86880
2018,1,"Australian Grand Prix","Hamilton","Lewis",41,2,"1:26.843",86843
2018,1,"Australian Grand Prix","Hamilton","Lewis",42,2,"1:27.161",87161
2018,1,"Australian Grand Prix","Hamilton","Lewis",43,2,"1:26.882",86882
2018,1,"Australian Grand Prix","Hamilton","Lewis",44,2,"1:27.028",87028
2018,1,"Australian Grand Prix","Hamilton","Lewis",45,2,"1:26.898",86898
2018,1,"Australian Grand Prix","Hamilton","Lewis",46,2,"1:26.523",86523
2018,1,"Australian Grand Prix","Hamilton","Lewis",47,2,"1:29.084",89084
2018,1,"Australian Grand Prix","Hamilton","Lewis",48,2,"1:26.548",86548
2018,1,"Australian Grand Prix","Hamilton","Lewis",49,2,"1:26.656",86656
2018,1,"Australian Grand Prix","Hamilton","Lewis",50,2,"1:26.444",86444
2018,1,"Australian Grand Prix","Hamilton","Lewis",51,2,"1:26.647",86647
2018,1,"Australian Grand Prix","Hamilton","Lewis",52,2,"1:26.511",86511
2018,1,"Australian Grand Prix","Hamilton","Lewis",53,2,"1:27.778",87778
2018,1,"Australian Grand Prix","Hamilton","Lewis",54,2,"1:27.972",87972
2018,1,"Australian Grand Prix","Hamilton","Lewis",55,2,"1:27.801",87801
2018,1,"Australian Grand Prix","Hamilton","Lewis",56,2,"1:27.729",87729
2018,1,"Australian Grand Prix","Hamilton","Lewis",57,2,"1:28.048",88048
2018,1,"Australian Grand Prix","Hamilton","Lewis",58,2,"1:27.942",87942
2018,1,"Australian Grand Prix","Hartley","Brendon",1,20,"2:05.584",125584
2018,1,"Australian Grand Prix","Hartley","Brendon",2,20,"1:37.241",97241
2018,1,"Australian Grand Prix","Hartley","Brendon",3,20,"1:30.888",90888
2018,1,"Australian Grand Prix","Hartley","Brendon",4,20,"1:31.182",91182
2018,1,"Australian Grand Prix","Hartley","Brendon",5,19,"1:31.481",91481
2018,1,"Australian Grand Prix","Hartley","Brendon",6,18,"1:32.111",92111
2018,1,"Australian Grand Prix","Hartley","Brendon",7,18,"1:31.597",91597
2018,1,"Australian Grand Prix","Hartley","Brendon",8,18,"1:31.160",91160
2018,1,"Australian Grand Prix","Hartley","Brendon",9,18,"1:31.047",91047
2018,1,"Australian Grand Prix","Hartley","Brendon",10,18,"1:31.053",91053
2018,1,"Australian Grand Prix","Hartley","Brendon",11,18,"1:31.018",91018
2018,1,"Australian Grand Prix","Hartley","Brendon",12,18,"1:31.248",91248
2018,1,"Australian Grand Prix","Hartley","Brendon",13,18,"1:31.441",91441
2018,1,"Australian Grand Prix","Hartley","Brendon",14,17,"1:31.228",91228
2018,1,"Australian Grand Prix","Hartley","Brendon",15,17,"1:31.200",91200
2018,1,"Australian Grand Prix","Hartley","Brendon",16,17,"1:30.939",90939
2018,1,"Australian Grand Prix","Hartley","Brendon",17,17,"1:30.955",90955
2018,1,"Australian Grand Prix","Hartley","Brendon",18,17,"1:31.041",91041
2018,1,"Australian Grand Prix","Hartley","Brendon",19,17,"1:31.105",91105
2018,1,"Australian Grand Prix","Hartley","Brendon",20,16,"1:30.885",90885
2018,1,"Australian Grand Prix","Hartley","Brendon",21,16,"1:31.803",91803
2018,1,"Australian Grand Prix","Hartley","Brendon",22,17,"2:01.527",121527
2018,1,"Australian Grand Prix","Hartley","Brendon",23,16,"1:38.833",98833
2018,1,"Australian Grand Prix","Hartley","Brendon",24,16,"1:29.513",89513
2018,1,"Australian Grand Prix","Hartley","Brendon",25,15,"2:04.565",124565
2018,1,"Australian Grand Prix","Hartley","Brendon",26,15,"2:03.747",123747
2018,1,"Australian Grand Prix","Hartley","Brendon",27,15,"2:04.405",124405
2018,1,"Australian Grand Prix","Hartley","Brendon",28,15,"2:04.593",124593
2018,1,"Australian Grand Prix","Hartley","Brendon",29,15,"1:51.634",111634
2018,1,"Australian Grand Prix","Hartley","Brendon",30,15,"1:32.869",92869
2018,1,"Australian Grand Prix","Hartley","Brendon",31,15,"1:31.737",91737
2018,1,"Australian Grand Prix","Hartley","Brendon",32,15,"1:30.720",90720
2018,1,"Australian Grand Prix","Hartley","Brendon",33,15,"1:31.311",91311
2018,1,"Australian Grand Prix","Hartley","Brendon",34,15,"1:30.687",90687
2018,1,"Australian Grand Prix","Hartley","Brendon",35,15,"1:30.592",90592
2018,1,"Australian Grand Prix","Hartley","Brendon",36,15,"1:30.434",90434
2018,1,"Australian Grand Prix","Hartley","Brendon",37,15,"1:30.289",90289
2018,1,"Australian Grand Prix","Hartley","Brendon",38,15,"1:30.088",90088
2018,1,"Australian Grand Prix","Hartley","Brendon",39,15,"1:29.676",89676
2018,1,"Australian Grand Prix","Hartley","Brendon",40,15,"1:30.010",90010
2018,1,"Australian Grand Prix","Hartley","Brendon",41,15,"1:29.928",89928
2018,1,"Australian Grand Prix","Hartley","Brendon",42,15,"1:29.867",89867
2018,1,"Australian Grand Prix","Hartley","Brendon",43,15,"1:29.756",89756
2018,1,"Australian Grand Prix","Hartley","Brendon",44,15,"1:29.400",89400
2018,1,"Australian Grand Prix","Hartley","Brendon",45,15,"1:29.347",89347
2018,1,"Australian Grand Prix","Hartley","Brendon",46,15,"1:29.353",89353
2018,1,"Australian Grand Prix","Hartley","Brendon",47,15,"1:29.360",89360
2018,1,"Australian Grand Prix","Hartley","Brendon",48,15,"1:33.670",93670
2018,1,"Australian Grand Prix","Hartley","Brendon",49,15,"1:30.014",90014
2018,1,"Australian Grand Prix","Hartley","Brendon",50,15,"1:32.205",92205
2018,1,"Australian Grand Prix","Hartley","Brendon",51,15,"1:29.193",89193
2018,1,"Australian Grand Prix","Hartley","Brendon",52,15,"1:28.681",88681
2018,1,"Australian Grand Prix","Hartley","Brendon",53,15,"1:28.298",88298
2018,1,"Australian Grand Prix","Hartley","Brendon",54,15,"1:28.255",88255
2018,1,"Australian Grand Prix","Hartley","Brendon",55,15,"1:28.326",88326
2018,1,"Australian Grand Prix","Hartley","Brendon",56,15,"1:28.493",88493
2018,1,"Australian Grand Prix","Hartley","Brendon",57,15,"1:28.176",88176
2018,1,"Australian Grand Prix","Hülkenberg","Nico",1,7,"1:39.077",99077
2018,1,"Australian Grand Prix","Hülkenberg","Nico",2,7,"1:31.310",91310
2018,1,"Australian Grand Prix","Hülkenberg","Nico",3,7,"1:31.081",91081
2018,1,"Australian Grand Prix","Hülkenberg","Nico",4,7,"1:30.847",90847
2018,1,"Australian Grand Prix","Hülkenberg","Nico",5,8,"1:32.858",92858
2018,1,"Australian Grand Prix","Hülkenberg","Nico",6,8,"1:31.321",91321
2018,1,"Australian Grand Prix","Hülkenberg","Nico",7,8,"1:30.514",90514
2018,1,"Australian Grand Prix","Hülkenberg","Nico",8,8,"1:30.369",90369
2018,1,"Australian Grand Prix","Hülkenberg","Nico",9,8,"1:29.970",89970
2018,1,"Australian Grand Prix","Hülkenberg","Nico",10,7,"1:30.769",90769
2018,1,"Australian Grand Prix","Hülkenberg","Nico",11,7,"1:29.947",89947
2018,1,"Australian Grand Prix","Hülkenberg","Nico",12,7,"1:30.073",90073
2018,1,"Australian Grand Prix","Hülkenberg","Nico",13,7,"1:30.126",90126
2018,1,"Australian Grand Prix","Hülkenberg","Nico",14,7,"1:29.846",89846
2018,1,"Australian Grand Prix","Hülkenberg","Nico",15,7,"1:30.490",90490
2018,1,"Australian Grand Prix","Hülkenberg","Nico",16,7,"1:29.961",89961
2018,1,"Australian Grand Prix","Hülkenberg","Nico",17,7,"1:30.092",90092
2018,1,"Australian Grand Prix","Hülkenberg","Nico",18,7,"1:29.924",89924
2018,1,"Australian Grand Prix","Hülkenberg","Nico",19,7,"1:30.007",90007
2018,1,"Australian Grand Prix","Hülkenberg","Nico",20,7,"1:29.802",89802
2018,1,"Australian Grand Prix","Hülkenberg","Nico",21,7,"1:29.833",89833
2018,1,"Australian Grand Prix","Hülkenberg","Nico",22,6,"1:30.066",90066
2018,1,"Australian Grand Prix","Hülkenberg","Nico",23,6,"1:29.799",89799
2018,1,"Australian Grand Prix","Hülkenberg","Nico",24,10,"1:48.142",108142
2018,1,"Australian Grand Prix","Hülkenberg","Nico",25,8,"1:43.870",103870
2018,1,"Australian Grand Prix","Hülkenberg","Nico",26,7,"2:03.375",123375
2018,1,"Australian Grand Prix","Hülkenberg","Nico",27,7,"2:04.016",124016
2018,1,"Australian Grand Prix","Hülkenberg","Nico",28,7,"2:04.019",124019
2018,1,"Australian Grand Prix","Hülkenberg","Nico",29,7,"1:44.227",104227
2018,1,"Australian Grand Prix","Hülkenberg","Nico",30,7,"1:57.860",117860
2018,1,"Australian Grand Prix","Hülkenberg","Nico",31,7,"2:10.750",130750
2018,1,"Australian Grand Prix","Hülkenberg","Nico",32,7,"1:31.013",91013
2018,1,"Australian Grand Prix","Hülkenberg","Nico",33,7,"1:29.359",89359
2018,1,"Australian Grand Prix","Hülkenberg","Nico",34,7,"1:29.151",89151
2018,1,"Australian Grand Prix","Hülkenberg","Nico",35,7,"1:28.632",88632
2018,1,"Australian Grand Prix","Hülkenberg","Nico",36,7,"1:28.724",88724
2018,1,"Australian Grand Prix","Hülkenberg","Nico",37,7,"1:28.434",88434
2018,1,"Australian Grand Prix","Hülkenberg","Nico",38,7,"1:28.145",88145
2018,1,"Australian Grand Prix","Hülkenberg","Nico",39,7,"1:28.078",88078
2018,1,"Australian Grand Prix","Hülkenberg","Nico",40,7,"1:28.717",88717
2018,1,"Australian Grand Prix","Hülkenberg","Nico",41,7,"1:27.821",87821
2018,1,"Australian Grand Prix","Hülkenberg","Nico",42,7,"1:27.820",87820
2018,1,"Australian Grand Prix","Hülkenberg","Nico",43,7,"1:27.971",87971
2018,1,"Australian Grand Prix","Hülkenberg","Nico",44,7,"1:27.902",87902
2018,1,"Australian Grand Prix","Hülkenberg","Nico",45,7,"1:28.220",88220
2018,1,"Australian Grand Prix","Hülkenberg","Nico",46,7,"1:28.185",88185
2018,1,"Australian Grand Prix","Hülkenberg","Nico",47,7,"1:27.997",87997
2018,1,"Australian Grand Prix","Hülkenberg","Nico",48,7,"1:28.519",88519
2018,1,"Australian Grand Prix","Hülkenberg","Nico",49,7,"1:27.974",87974
2018,1,"Australian Grand Prix","Hülkenberg","Nico",50,7,"1:27.874",87874
2018,1,"Australian Grand Prix","Hülkenberg","Nico",51,7,"1:27.532",87532
2018,1,"Australian Grand Prix","Hülkenberg","Nico",52,7,"1:27.554",87554
2018,1,"Australian Grand Prix","Hülkenberg","Nico",53,7,"1:27.535",87535
2018,1,"Australian Grand Prix","Hülkenberg","Nico",54,7,"1:27.513",87513
2018,1,"Australian Grand Prix","Hülkenberg","Nico",55,7,"1:27.259",87259
2018,1,"Australian Grand Prix","Hülkenberg","Nico",56,7,"1:27.082",87082
2018,1,"Australian Grand Prix","Hülkenberg","Nico",57,7,"1:27.081",87081
2018,1,"Australian Grand Prix","Hülkenberg","Nico",58,7,"1:29.521",89521
2018,1,"Australian Grand Prix","Leclerc","Charles",1,18,"1:45.584",105584
2018,1,"Australian Grand Prix","Leclerc","Charles",2,18,"1:33.775",93775
2018,1,"Australian Grand Prix","Leclerc","Charles",3,18,"1:32.405",92405
2018,1,"Australian Grand Prix","Leclerc","Charles",4,18,"1:33.128",93128
2018,1,"Australian Grand Prix","Leclerc","Charles",5,18,"1:32.087",92087
2018,1,"Australian Grand Prix","Leclerc","Charles",6,17,"1:37.515",97515
2018,1,"Australian Grand Prix","Leclerc","Charles",7,17,"1:32.043",92043
2018,1,"Australian Grand Prix","Leclerc","Charles",8,17,"1:31.859",91859
2018,1,"Australian Grand Prix","Leclerc","Charles",9,17,"1:31.287",91287
2018,1,"Australian Grand Prix","Leclerc","Charles",10,17,"1:30.977",90977
2018,1,"Australian Grand Prix","Leclerc","Charles",11,17,"1:31.145",91145
2018,1,"Australian Grand Prix","Leclerc","Charles",12,17,"1:30.892",90892
